id,type,text1,text2,text3,text4,notes
KE_UE_Skyline,SHIP,"The Skyline-class shuttle was built for Tianhong executives who considered ordinary luxury insufficiently private. It carries no weapons and makes no apology for that; its value lies in a silent drive, shielded cargo spaces, and a cabin finished in lost Tianhong style. After Tianhong vanished, the surviving Skylines became prized by captains who value comfort, discretion, and the ability to leave a port before anyone notices what was loaded aboard.",,,,
KE_EW_NCO,SHIP,"The Sergeant is the practical middle child of the Dominion series: armored like a doctrinal argument, heavily armed for its size, and fitted with a flux grid that asks captains to make decisions before the enemy does. It often deploys beside Bastions in compact security formations. High material costs kept the design rare, but commanders who can source one rarely complain about the bill twice.",,,,
KE_EW_Vanguard,SHIP,"The Linebreaker is the Dominion series pushed to its most aggressive conclusion. Monolith engineers reinforced the armor scheme, widened the hull for cheaper material tolerances, and added lateral thrust to keep the ship from becoming a beautiful brick. With its flame drive lit and guns forward, the Linebreaker is less a line combatant than an instruction to move aside.",,,,
KE_EW_NCO_TT,SHIP,"Tri-Tachyon wanted the Linebreaker and settled, after a very expensive intelligence campaign, for the older Sergeant plans. The resulting Sergeant (TT) is not a faithful copy. Tri-Tachyon rebuilt the internals, cleaned up the flux routing, and traded some Monolith brutality for speed and tactical flexibility. Hegemony analysts call it theft; Tri-Tachyon calls it procurement.",,,,
KE_UE_Shovel,SHIP,"Zenith Era Corporation built the Luoyang Shovel around a simple business model: find ruins first, extract value cleanly, and invoice the client before competitors arrive. The hull can anchor a small expedition by itself, deploying survey labs, storage modules, and Sweeper-class drones from a single integrated exploration package. Zenith insists the weapon mounts are defensive. Captains who work the fringe know defensive is a negotiable word.",,,,
KE_EW_Saker,SHIP,"The Saker-class began as a Hegemony mobility problem with a familiar answer: take a proven cruiser frame and make it chase harder. Based on Falcon and Eagle studies, the Saker shifts flux budget away from balance and into sustained ballistic pressure. It is fast enough to punish retreats and armed enough to maul escorts, but it is still a hunter, not a miracle. In major fleet actions, it needs a battle line to come home to.",,,,
KE_EW_Gyrfalcon,SHIP,"The Gyrfalcon followed the Saker once commanders admitted that speed alone did not win frontal fights. Monolith widened the firing arcs, added secondary batteries, and let field trials sand down the worst excesses. Then the blueprints leaked to a mercenary outfit known as the Swordbearers, whose later operations aligned suspiciously well with Hegemony objectives. No inquiry has ever found the leak, which is another way of saying it found exactly enough.",,,,
KE_EW_Gyrfalcon_I,SHIP,"The Gyrfalcon (I) is the Swordbearer interpretation of Monolith's already-compromised cruiser. Armor was shaved, the flux grid retuned, and the ship's battle rhythm rebuilt around fast approach, punishing volleys, and abrupt withdrawal. It has become the organization's signature hull: recognizable, deniable, and usually present where the Hegemony claims it is not.",,,,
KE_EW_Simen,SHIP,"The Simeon-class was ordered after the Priest-class convinced Luddic Church leadership that modern hulls could serve doctrine without surrendering to it. It carries heavy armor, balanced weapon arcs, and enough missile capacity to punish enemies who assume a Church cruiser can only charge straight ahead. It is not subtle, but it is reliable, and reliability has a sacred quality in a fleet that expects to fight outnumbered.",,,,
KE_EW_Exorcism,SHIP,"The Exorcist-class began as a shelved Luddic Church cruiser study. Rediscovered in an archive and handed to Monolith Ordnance Group, it was rebuilt around a composite spinal mount and unusually wide secondary arcs. Compared with the steadier Simeon, the Exorcist is a toolbox of sanctioned violence: point defense, pressure fire, and sudden heavy weapon swaps all packed into one doctrinally acceptable hull.",,,,
KE_EW_Flagbearer,SHIP,"The Flagbearer is the Dominion series pretending to be a carrier and not trying very hard. It carries a proper flight deck, but Monolith refused to sacrifice the armor and gun mounts that define the line. The result can trade fire with ships that expect a soft aviation target, then add its wing to the argument. Hegemony officers insist it does not replace the Mora, which has never stopped them from comparing the two.",,,,
KE_Entropy,SHIP,"Entropy sits behind so many database locks that even its silhouette is usually treated as sensitive information. The few confirmed records agree on three points: the shield is nearly impenetrable, the firepower is ruinous, and its arrival distorts nearby sensor returns in ways no ordinary fleet signature should. When Entropy appears, it is often accompanied by super-class escorts. Surviving tactical advisories recommend withdrawal, distance, and not mistaking curiosity for courage.",,,,
KE_EW_Deacon,SHIP,"Repeated losses in fighter-heavy battles forced the Luddic Church to confront an uncomfortable truth: faith does not replace air cover. The Deacon-class carrier answers that problem with a massive composite aviation forge cluster able to replenish fighter losses at frightening speed. Its command systems are less refined than its production systems, but Church crews have a way of turning dangerous procedures into rituals and calling the survival rate acceptable.",,,,
KE_UE_Skyward,SHIP,"The Skyward-class heavy freighter descends from orbital factory plans recovered by Zenith Era Corporation. Compared with an Atlas, it carries less romance and more insurance: armored cargo locks, compartmentalized holds, and engines strong enough to escape raids that would doom slower haulers. Freight houses were skeptical at first, but Zenith's service contracts and loss statistics have been quietly eating into the old Atlas market.",,,,
KE_Earthdeity,SHIP,"The Earth Deity is a lone surviving Tianhong capital, its sister designs lost with the company that built them. Beneath the aging paint are two priceless relic systems: a quantum cluster computer and a fusion overload furnace capable of feeding astonishing weapon and flux demands. Public combat records are fragmentary, but every fragment suggests the Corporate War was worse than anyone wants to remember.",,,,
KE_EW_Priest,SHIP,"The Priest-class emerged from the strategic rift between the Luddic Church and the Hegemony after the First AI War. The Church needed something newer than the Invictus but could not accept overtly experimental systems, so Monolith Ordnance Group delivered a doctrinally palatable answer: heavy armor, an optimized flux grid, and a Glory Drive derived from burn-drive principles. A bionic automation suite from Exodyne remnants reduces crew demands, a theological compromise Church quartermasters prefer not to discuss too loudly.",,,,
KE_EW_Saker_xiv,SHIP,"Most XIV Battlegroup warships were lost in the First AI War, and the Saker (XIV) should have remained a sealed museum entry. Rising tensions in the Persean Sector changed that calculation. The Hegemony quietly recommissioned the last surviving high-speed cruiser frames, finding that a century in storage had done little to dull a hull built for pursuit, pressure, and old grudges.",,,,
KE_TA_Aurora,SHIP,"The Borealis-class carrier was meant to share a procurement lineage with the Amagi before espionage tore the program in half. Tri-Tachyon responded by burying the Borealis under tighter security and more funding, producing a ship with fewer conventional mounts and far more investment in fighter preparation, nanoforge throughput, and secondary wing command. Every Borealis-Amagi clash is now treated as a proxy argument between two stolen futures.",,,,
KE_TA_HeavenFortress,SHIP,"The Amagi began as a Tri-Tachyon carrier study and became a Hegemony asset after a spectacular act of corporate theft. Flicker Aviation rebuilt the stolen plans around an advanced command platform and high-speed fighter maintenance system, replacing much of the original energy infrastructure. The finished carrier replenishes losses with unnerving speed, which is exactly why Hegemony fleet officers keep ordering more despite pretending not to admire it.",,,,
KE_UE_Cloud,SHIP,"The Cloud-class destroyer is Zenith Era's answer to the quiet misery of long voyages. Its compact hull hides modular lounges, officer retreats, and entertainment services that keep its own crew healthier, calmer, and easier to maintain during long deployments. Commanders buy it for morale, then keep it because the service package helps the ship pay down its own operating burden. Luxury ships of this line appear in Tri-Tachyon task forces, private expeditions, and the better-funded pirate flotillas that insist they are simply entrepreneurs.",,,,
KE_UE_EveningTea,SHIP,"The Evening Tea-class logistics ship exists because Zenith Era noticed that fresh meals sell better than slogans. Its holds are divided between cold storage, small ecological systems, and broad dining spaces able to feed an entire fleet. Officers receive the panoramic restaurant near the bridge; everyone else receives enough comfort to remember why they signed on. Fleets that can afford one often report better discipline, fewer incidents, and suspiciously high catering invoices.",,,,
KE_TA_NightStar,SHIP,"The Night Star-class carrier was built around Flicker Aviation Group's obsession with keeping fighters in the fight. Its layered command links and dedicated control spaces let it coordinate wings at ranges that would overwhelm ordinary carrier bridges. The hull is expensive and temperamental, but in the hands of a patient commander it turns fighter coverage into a persistent, almost predatory pressure.",,,,
KE_EW_DireWolf,SHIP,"The Dire Wolf answers a question Monolith Ordnance Group was probably too eager to ask: what happens when a venerable phase frigate is rebuilt around modern flux hardware and a micro-plasma generator? Armor was sacrificed, shield behavior was sharpened, and the escort package was tuned for coordinated strike groups. It is not a replacement for the Wolf so much as an accusation that the old design had grown comfortable.",,,,
KE_TA_Net,SHIP,"The Snare-class interceptor was developed after Flicker Aviation concluded that Wasp-derived escorts were no longer enough to protect modern bomber formations. Its rapid ion gun can paralyze incoming strike craft, while a clean flux grid gives it a chance to disengage before the enemy realizes how irritating it has become. Tri-Tachyon bomber groups now treat the Snare as nearly mandatory escort cover.",,,,
KE_TA_Viper,SHIP,"The Viper-class bomber began as a commission from the Snake Cave mercenary network, whose captains needed a credible answer to capital ships. Its cruise missile can correct a failed attack run and bite again, making it far more dangerous than its size suggests. The design was good enough to be stolen repeatedly, and Vipers now appear wherever mercenaries, pirates, or deniable procurement officers have money to spend.",,,,
KE_TA_Sweep,SHIP,"The Sweeper-class drone was commissioned by Zenith Era Corporation as the Luoyang Shovel's preferred ruin-harvesting craft. With anti-gravity handling, compact survey gear, and a cluster-release recovery system, it can sift wreckage and derelict sites with minimal human exposure. Zenith calls it an exploration asset. Salvagers call it the part of the expedition that actually makes money.",,,,
KE_EB_Predator,SHIP,"The Predator (Exodyne) pattern is one of the uglier survivors of the Corporate War. Exodyne's bionic systems do more than assist the pilot; they deepen the link between body, machine, and target selection until the distinction becomes professionally uncomfortable. Most governments avoid fielding it openly. Pirates and very old mercenary outfits are less particular about what history thinks of them.",,,,
KE_TA_Base,SHIP,"The Baseline-class fighter is a Tianyuan-Utopia design kept alive by Flicker Aviation Group. Flicker preserved the original airframe where possible, then modernized the engines and flux routing for current battlefields. It is not glamorous, but it is cheap, responsive, and still carries the afterimage of a vanished terraforming empire into modern carrier decks.",,,,
KE_TA_CyanLight,SHIP,"The Cyan Light bomber was originally designed for Exodyne Biotech before that company collapsed. Later refits replaced the intended biomass payload with Harpoons and used the saved mass for better thrusters and shields. A few original LPCs are rumored to survive, but most captains encounter only this safer, sanitized version of the design.",,,,
KE_TA_Dissection,SHIP,"The Dissection bomber is an Exodyne kill craft built around biomass erosion charges that break armor from inside the wound. Its targeting wetware was supposed to let pilots place those charges with surgical calm during the Corporate War; instead, the program became one more bright weapon that could not save its patron. Unmodified Dissection LPCs are now rare enough to be evidence of expert salvage, corporate inheritance, or extremely poor judgment.",,,,
KE_TA_Predator,SHIP,"The Raptor is Flicker Aviation's sanitized restoration of Exodyne's Predator line. The original design was one of Exodyne's brightest early successes in the Corporate War, and that success made it a priority target. Sabotage, rear-area strikes, and attrition erased most production lines by mid-war. Flicker has since rebuilt enough of the blueprint to field a safer pattern, though pirates and mercenary companies still prefer the nastier original when they can get it.",,,,
KE_TA_Spear,SHIP,"The Spear-class fighter is the impatient half of Tri-Tachyon's Flicker-derived strike doctrine. It deploys beside Snare escorts, darts through the openings they create, and spends most of its mass budget on a weapon package too large for a sensible frame. Pilots are trained to harass, not duel. Commanders who forget the distinction tend to discover how quickly a precision tool becomes debris.",,,,
KE_YZ_EnergyParticle,WEAPON,"The Energy Swarm is less a conventional gun than a packet of Yunze gate-ruin control logic wrapped around hard-light munition bodies. Launched by Energy Swarm Core systems, each particle keeps enough autonomy to choose interception or attack behavior, turning a ship's near space into a disciplined cloud of angry telemetry. Yunze marks the files as a secret contract for good reason.",,,,
KE_YZ_MS_EnergyParticle,WEAPON,"The MS-pattern Energy Swarm particle was tuned for hulls carrying Monolith-linked security architecture. Its smaller body trades impact for a close-range EMP lash, letting the swarm punish fighters and missiles that survive the first interception pass. The result feels less like point defense and more like a perimeter fence that learned to bite.",,,,
KE_YZ_MEM_EnergyParticle,WEAPON,"The MEM-pattern Energy Swarm particle is built around a short-lived micro-emission matrix. It carries less direct mass than the standard particle, but sheds charged fragments and secondary attack bodies as it closes, making local space noisy, bright, and very difficult for enemy flight computers to trust.",,,,
KE_YZ_MEM_EnergyParticle_Rocket,WEAPON,"The MEM rocket is the last, spiteful child of a destabilizing Energy Swarm particle. It forms from the parent body's spent emission matrix, lunges toward the nearest hostile signature, and burns out almost immediately afterward. Yunze engineers call it efficient recycling; crews under attack tend to use less polite language.",,,,
KE_YZ_RefusepdLazer,WEAPON,"The Denial Point Defense Beam is Yunze General Ordnance's answer to missile swarms that arrive faster than crews can think. Adapted from graviton repulsion studies, the beam does little direct damage, but it drags incoming ordnance through a longer interception window so the rest of the ship's point defense grid can finish the job.",,,,
KE_YZ_MicroFlakCannon,WEAPON,"The Micro-Flak Cannon is Yunze's cheap answer to the Vulcan: extreme rate of fire, a tight fragmentation cloud, and just enough bite to shred incoming ordnance. Its damage is unimpressive against armor, but the assembly cost is low enough that captains forgive a great deal.",,,,
KE_YZ_PDPulse,WEAPON,"The Aqua Point Defense Pulse is Yunze's energy-side answer to the Vulcan, designed for security hulls that could spare grid capacity but not ballistic mounts. It is efficient, fast-cycling, and limited by short reach and modest stopping power. In a market starved for cheap energy PD, that is enough to make quartermasters forgive the unromantic engineering.",,,,
KE_YZ_RockHEBlaster,WEAPON,"The Hardrock HE Pulse Cannon came from a Hegemony reverse-analysis program chasing heavy shockwave performance at a lower price. The Navy considered the result merely acceptable. Mercenary outfits disagreed, finding that a blunt, affordable armor-cracker becomes much more impressive when someone else paid for the research.",,,,
KE_YZ_ThornIonLazer,WEAPON,"The Thorn Ion Lance began as a Hegemony-funded reverse-analysis of ion beam technology. Yunze's fire-control package shifts the weapon away from pure disabling power and toward direct pressure, making it less elegant than its prototype but easier to justify on a gunline.",,,,
KE_YZ_CrossbowCannon,WEAPON,"The Repeating Crossbow Cannon grew out of Yunze contract work for League officers who wanted railgun pressure without railgun temperament. A redesigned ammunition feed gives the old Crossbow concept sustained reach, while the heavier mount keeps enough kinetic volume to make shield officers respect it. The weapon is not elegant; Yunze did not bill for elegance.",,,,
KE_YZ_MicroEMPMissile_S,WEAPON,"The small Micro-Pulse Missile Launcher compresses Yunze's disabling missile package into a mount light enough for cramped hulls. It gives escorts and raiders a flexible EMP option without asking them to surrender their entire fit to one trick.",,,,
KE_YZ_SunChaserMissile_S,WEAPON,"The small Sun-Chaser Missile Launcher keeps the range that made the full system famous and trims everything else until frigates can carry it. Captains use it when they want a cheap way to make a small hull matter before the enemy can answer.",,,,
KE_YZ_ScimitarTorpedo_S,WEAPON,"Yunze miniaturized the Scimitar return-edge torpedo so small ships could threaten armor well above their weight class. The launcher is compact, temperamental, and beloved by captains who enjoy giving cruisers one more thing to worry about.",,,,
KE_YZ_JetTorpedo_S,WEAPON,"The small Jet Torpedo Launcher simplifies the original antimatter conversion package until ordinary combat ships can mount it without a dedicated weapons team crying into the maintenance budget. Tri-Tachyon-aligned mercenaries favor it for exactly that reason.",,,,
KE_YZ_UnityCannon,WEAPON,"After several costly clashes with Hegemony armor, the Persean League needed a medium-range high-explosive cannon that could keep firing after the first dramatic volley. The Unity Autocannon filled that gap. The League paid dearly for exclusive control, which is how procurement officers describe panic when the receipt arrives.",,,,
KE_YZ_RatchetPulse,WEAPON,"The Ratchet Rapid Fire Pulse was built for fights where clean IR pulse timing falls apart. Its burst cycle reloads quickly enough to keep pressure on unstable targets, filling a gap between precision energy fire and the ugly needs of close combat.",,,,
KE_YZ_AlienationLazer,WEAPON,"The Alienated Ion Spear came out of Yunze's stranger postwar research channels, where beam-stability work and ion-pulse doctrine were allowed to contaminate each other. A single discharge can throw enough arcs to paralyze vulnerable systems in moments, though the weapon pays for that control with weak direct damage. Its crews learn to think of victory as a sequence of interruptions.",,,,
KE_YZ_StagflationBlaster,WEAPON,"The standard Heavy Shockwave delivers brutal impact but cannot sustain pressure for long. Yunze General Ordnance designed the Dual Shockwave Blaster around the opposite compromise: less single-shot authority, more time spent making the enemy's armor accountant nervous.",,,,
KE_YZ_DustFlakCannon,WEAPON,"The Dustcloud Flak Cannon is Yunze General Ordnance's answer to strike craft that refuse to die in neat little bursts. Each shell opens into a submunition cloud before secondary fragmentation fills the target volume. The weapon is messy, loud, and popular with crews who consider empty approach vectors a form of beauty.",,,,
KE_YZ_DustFlakCannon_spread,WEAPON,"Dustcloud submunitions are the ugly second thought inside each flak shell: dense, cheap fragments released after the carrier round has already made the enemy commit to its approach. Individually they are unimpressive. Together they turn a clean attack vector into a statistical argument most fighter pilots would rather not hear.",,,,
KE_YZ_CorruptionThrower,WEAPON,"The Corruption Injector is Yunze General Ordnance's budget-conscious answer to the Cryoblaster. Tri-Tachyon funding limits forced several elegant features out of the design, leaving a short-range weapon with vicious output and equally vicious flux demands. It is crude in the way a cutting torch is crude.",,,,
KE_YZ_MicroEMPMissile_M,WEAPON,"Yunze developed the Micro-Pulse Missile Pod from gate-ruin technology provided through the Freedom Star Mercenary Group. Each missile carries little direct punch, but dense salvos and strong EMP arcs make the pod dangerous to shields, engines, and careless confidence.",,,,
KE_YZ_SunChaserMissile_M,WEAPON,"Yunze built the Sun-Chaser Missile Pod for early Persean League contracts that demanded range without committing to capital-grade launchers. Curtain propellant lets each missile drift toward a target under efficient cruise logic before accelerating into its terminal strike.",,,,
KE_YZ_ScimitarTorpedo_M,WEAPON,"Yunze designed the Scimitar Torpedo around a common battlefield insult: a perfect warhead doing nothing because it missed once. After the first pass, the torpedo sheds part of its charge to wake a secondary guidance package and curve back for another strike.",,,,
KE_YZ_JetTorpedo_M,WEAPON,"The Jet Torpedo Pod began as a deep rebuild of Cyber SRM architecture recovered through Tri-Tachyon-aligned brokers. Yunze replaced the original EMP-kinetic package with a compact antimatter charge, trading system disruption for direct structural violence. The pod remains popular with captains who think subtlety is what happens after the armor opens.",,,,
KE_YZ_PlainMissile_M,WEAPON,"The Plain Missile Launcher was recovered from a Yunze General Ordnance dig site and rushed into production as a cheap Harpoon alternative. It hits lighter, carries more shots, and costs little enough that mercenary quartermasters can pretend the compromise was tactical.",,,,
KE_YZ_GaleRocket_M,WEAPON,"The Tornado Rocket Launcher solves the Annihilator problem by refusing subtlety even harder. It throws enough rockets to screen allied missiles through point defense, and the rockets that survive are still quite capable of making armor crews unhappy.",,,,
KE_YZ_ZhengchenRailgun,WEAPON,"The Zhengchen Energy Railgun is one of the few Tianhong weapon blueprints to survive intact. Three focusing rails and a compact fusion core give it long reach and punishing impact, a combination that suggests Tianhong engineers were preparing for battles far larger than modern procurement offices like to imagine.",,,,
KE_YZ_Execution,WEAPON,"Yunze General Ordnance designed the Execution battery for Dominion-series hulls and never managed to shrink it into a practical smaller mount. What it lacks in elegance it repays in battlefield authority. Yunze R&D notes make repeated, heavily redacted references to threat-related technology.",,,,
KE_AuthorityLazer,WEAPON,"The Spear of Authority is one of the few Tianhong Group weapons whose blueprints survived the Corporate War. Its firing cycle captures spilled energy and condenses it into secondary strike bodies, turning waste into punishment. Tianhong is gone from the Sector's public ledgers, but rumors of a surviving deep-space superbattleship keep the weapon's name alive.",,,,
KE_YZ_AdviceCannon,WEAPON,"The Advisory Long-Range Cannon began as a Persean League noble's pet project for long-range shield suppression. The alliance objected, then argued, then funded it anyway after the right favors moved through the right rooms. Its field performance has made the original coercion look almost visionary, which is how bad precedent becomes doctrine.",,,,
KE_YZ_LongLancePulse,WEAPON,"The Sindrian Diktat commissioned the Long Lance HE Pulse Cannon after realizing that everyone wanted its fuel and fewer people feared its guns. The weapon combines lessons from heavy shockwave and heavy tearer systems, then leans on updated fire control software to keep power coherent at range.",,,,
KE_YZ_MicroEMPMissile_L,WEAPON,"The Micro-Pulse Missile Bay is what happens when Tri-Tachyon money finds a small Yunze disablement weapon and asks how large the invoice can become. The bay increases burst launch capacity and includes a slow-recovery missile forge, making it a sustained EMP threat that Hegemony and Church analysts both dislike for different reasons.",,,,
KE_YZ_SunChaserMissile_L,WEAPON,"The large Sun-Chaser Missile Launcher gives its curtain-propellant missiles more internal volume, better safety margins, and far more time to hunt. The launcher is expensive, but range has a way of making accountants sound less confident.",,,,
KE_YZ_IonPDPulse_fighter,WEAPON,"The Snare-class fighter's built-in ion pulse weapon delivers respectable damage and strong disabling effect against small targets. Against ships, its size finally catches up with it, though even a brief systems stumble can be enough for a bomber wing to get through.",,,,
KE_YZ_ScimitarTorpedo_F,WEAPON,"The fighter-carried Scimitar variant was written for bomber pilots who rarely get a second clean approach. Yunze shortened the fuel package, hardened the attack routine, and let the torpedo spend more of itself during the first window of contact. It is exactly the sort of bargain bomber crews are told to appreciate by people standing safely on a carrier deck.",,,,
KE_TA_MicroPulse_fighter,WEAPON,"The Micro-Pulse emitter began as a proposed ion-cannon replacement for the Hook-class fighter, then vanished into Tri-Tachyon review channels before reappearing on newer carrier craft. Its compatibility with piezoelectric crystal systems made the weapon difficult to ignore and even harder to keep proprietary.",,,,
KE_TA_MicroPulse_RF_fighter,WEAPON,"The rapid-fire Micro-Pulse Cannon is Flicker's practical answer to a delicate problem: piezoelectric crystal weapons need time, and fighter pilots rarely receive any for free. This pattern trades peak strike power for steadier suppression, giving carrier craft enough low-cost pressure to keep targets busy while the crystal emitter does the frightening part.",,,,
KE_TA_PiezoquartzLauncher,WEAPON,"Tri-Tachyon calls the core material a piezoelectric crystal because the real report remains classified and the marketing department needed a noun. Whatever it is, the crystal stores alarming energy in a compact lattice. This emitter is an early weaponization attempt, crude by research standards and more than dangerous enough by everyone else's.",,,,
KE_TA_NanoNeedle,WEAPON,"The Nano-Needle Cannon was reconstructed from damaged Baseline-class archives that insisted, repeatedly, that the weapon mattered. Flicker Aviation filled the missing sections with modern fabrication data and rediscovered a suppressive gun nasty enough to earn its old reputation back. In poorer ports, stripped examples sometimes migrate from fighters to ground vehicles, usually without permission.",,,,
KE_TA_AcheBiomassMG,WEAPON,"Exodyne's organic corrosion weapons do not simply punch through armor. Their charges spread assimilation catalysts through impact sites, embrittling plating and damaging internal members until ships die from failures that began seconds earlier. The Aching Biomass Gun is the smallest practical expression of that doctrine, and one reason Predator-pattern fighters still make crews very quiet.",,,,
KE_TA_ErosionBiomassMissile_fighter,WEAPON,"The fighter-carried Biomass Erosion Missile is Exodyne doctrine compressed until a light strike craft can survive the launch. It reduces payload mass to gain speed and handling, carrying a smaller assimilation charge than the bomber pattern. No crew has ever found that distinction comforting after the catalyst begins working through their armor.",,,,
KE_TA_ErosionBiomassMissile_bomber,WEAPON,"The bomber-mounted Biomass Erosion Missile is rare enough that most modern reports are reconstructed from fragments and survivor accounts. Alongside its conventional charge, the missile carries an assimilation catalyst that spreads organic erosion through the target after impact. Many recorded kills were not clean detonations, but ships dying from the inside after the strike was already over.",,,,
KE_TA_ErosionBiomassMissile_S_fighter,WEAPON,"The Biomass Erosion Missile was designed for carrier craft hunting other carrier craft, with a payload meant to punish fragile strike platforms rather than armored hulls. It remained obscure until Predator (Exodyne) squadrons made the weapon infamous during the Corporate War. Survivors tend to remember the fighter and missile as the same bad memory.",,,,
KE_entropy_core,RESOURCE,"The Reverse-Entropy Core is an Alpha-derived intelligence built around a thermodynamic anomaly stack. In ordinary conditions it behaves much like a standard Alpha Core: creative, adaptive, socially convincing, and far too capable for anyone's comfort. Heat changes everything. As ambient temperature rises, its modeling speed, strategic inference, and cross-domain problem solving improve sharply, as if the core is feeding cognition from entropy gradients. Regulators are divided on whether this is a useful industrial feature or a quiet path toward autonomous escalation. The core itself tends to answer such questions with context-specific humor, which has not reassured anyone.",,,,
KE_UE_Dlicacy_star_desc,CUSTOM,"The orange dwarf at the heart of the Delicacy system provides stable radiation and soft light to the inner worlds. Zenith Era built much of its civilian-service empire around that reliability: agriculture, resort climates, and the careful illusion that comfort can survive even in the Persean Sector.",,,,
KE_UE_Dlicacy_I_desc,CUSTOM,"Known internally as the Relic World, Delicacy-I appears to hold civilian infrastructure from a forgotten expansion-era concern. Hegemony negotiators found little worth militarizing, but Zenith Era found something better: practical domestic technologies, fabrication records, and enough buried expertise to rescue a company that had been running out of miracles.",,,,
KE_UE_Dlicacy_II_desc,CUSTOM,"Delicacy-II is Zenith Era's headquarters and showroom. After the Corporate War, the company absorbed remnants of the Tianyuan-Utopia Terraforming Group and reshaped the planet into a comfortable, almost Gilead-like garden world. The public sees color, climate control, and graceful cities. Restricted zones tell a different story: synthetic-attendant laboratories, sealed resorts, and experiments with hospitality that are only charming when they work.",,,,
KE_UE_Dlicacy_II_Station_desc,CUSTOM,"This ecological station is Zenith Era's public face in orbit: port, resort, research campus, and diplomatic reception hall in one polished shell. After the Mayasuran disaster, its security systems were quietly expanded. Exhibitions and artificial gardens keep visitors impressed while prototype service technologies are tested behind softer lighting and heavier doors.",,,,
KE_UE_Dlicacy_III_desc,CUSTOM,"Since the Three-Day War, Hegemony Task Force XXIII has maintained a permanent watch on Delicacy-III. Its starports and ground defenses are positioned to monitor Zenith Era traffic and lock down the system's main lanes at short notice. The planet's unstable climate would hide most fleets. The Hegemony, irritatingly, planned around that.",,,,
